,	TAFINLAR.xml:S1:1135:1	O	O
fatigue	TAFINLAR.xml:S1:1137:7	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1144:1	O	O
rash	TAFINLAR.xml:S1:1146:4	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1150:1	O	O
nausea	TAFINLAR.xml:S1:1152:6	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1158:1	O	O
vomiting	TAFINLAR.xml:S1:1160:8	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1168:1	O	O
diarrhea	TAFINLAR.xml:S1:1170:8	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1178:1	O	O
abdominal	TAFINLAR.xml:S1:1180:9	B-AdverseReaction	B-AdverseReaction
pain	TAFINLAR.xml:S1:1190:4	I-AdverseReaction	I-AdverseReaction
,	TAFINLAR.xml:S1:1194:1	O	O
peripheral	TAFINLAR.xml:S1:1196:10	B-AdverseReaction	B-AdverseReaction
edema	TAFINLAR.xml:S1:1207:5	I-AdverseReaction	I-AdverseReaction
,	TAFINLAR.xml:S1:1212:1	O	O
cough	TAFINLAR.xml:S1:1214:5	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1219:1	O	O
headache	TAFINLAR.xml:S1:1221:8	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1229:1	O	O
arthralgia	TAFINLAR.xml:S1:1231:10	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1241:1	O	O
night	TAFINLAR.xml:S1:1243:5	B-AdverseReaction	B-AdverseReaction
sweats	TAFINLAR.xml:S1:1249:6	I-AdverseReaction	I-AdverseReaction
,	TAFINLAR.xml:S1:1255:1	O	O
decreased	TAFINLAR.xml:S1:1257:9	B-AdverseReaction	B-AdverseReaction
appetite	TAFINLAR.xml:S1:1267:8	I-AdverseReaction	I-AdverseReaction
,	TAFINLAR.xml:S1:1275:1	O	O
constipation	TAFINLAR.xml:S1:1277:12	B-AdverseReaction	B-AdverseReaction
,	TAFINLAR.xml:S1:1289:1	O	O
and	TAFINLAR.xml:S1:1291:3	O	O
myalgia	TAFINLAR.xml:S1:1295:7	B-AdverseReaction	B-AdverseReaction
.	TAFINLAR.xml:S1:1302:1	O	O

(	TAFINLAR.xml:S1:1304:1	O	O
6.1	TAFINLAR.xml:S1:1307:3	O	O
)	TAFINLAR.xml:S1:1312:1	O	O

EXCERPT	TAFINLAR.xml:S1:1321:7	O	O
:	TAFINLAR.xml:S1:1328:1	O	O
To	TAFINLAR.xml:S1:1334:2	O	O
report	TAFINLAR.xml:S1:1337:6	O	O
SUSPECTED	TAFINLAR.xml:S1:1344:9	O	O
ADVERSE	TAFINLAR.xml:S1:1354:7	O	O
REACTIONS	TAFINLAR.xml:S1:1362:9	O	O
,	TAFINLAR.xml:S1:1371:1	O	O
contact	TAFINLAR.xml:S1:1373:7	O	O
GlaxoSmithKline	TAFINLAR.xml:S1:1381:15	O	O
at	TAFINLAR.xml:S1:1397:2	O	O
1	TAFINLAR.xml:S1:1400:1	O	O
-	TAFINLAR.xml:S1:1401:1	O	O
888	TAFINLAR.xml:S1:1402:3	O	O
-	TAFINLAR.xml:S1:1405:1	O	O
825	TAFINLAR.xml:S1:1406:3	O	O
-	TAFINLAR.xml:S1:1409:1	O	O
5249	TAFINLAR.xml:S1:1410:4	O	O
or	TAFINLAR.xml:S1:1415:2	O	O
FDA	TAFINLAR.xml:S1:1418:3	O	O
at	TAFINLAR.xml:S1:1422:2	O	O
1	TAFINLAR.xml:S1:1425:1	O	O
-	TAFINLAR.xml:S1:1426:1	O	O
800	TAFINLAR.xml:S1:1427:3	O	O
-	TAFINLAR.xml:S1:1430:1	O	O
FDA	TAFINLAR.xml:S1:1431:3	O	O
-	TAFINLAR.xml:S1:1434:1	O	O
1088	TAFINLAR.xml:S1:1435:4	O	O
or	TAFINLAR.xml:S1:1440:2	O	O
www	TAFINLAR.xml:S1:1446:3	O	O
.	TAFINLAR.xml:S1:1449:1	O	O
fda	TAFINLAR.xml:S1:1450:3	O	O
.	TAFINLAR.xml:S1:1453:1	O	O
gov	TAFINLAR.xml:S1:1454:3	O	O
medwatch	TAFINLAR.xml:S1:1458:8	O	O
.	TAFINLAR.xml:S1:1466:1	O	O

6.1	TAFINLAR.xml:S1:1478:3	O	O

Clinical	TAFINLAR.xml:S1:1482:8	O	O

Trials	TAFINLAR.xml:S1:1491:6	O	O
Experience	TAFINLAR.xml:S1:1498:10	O	O

Because	TAFINLAR.xml:S1:1512:7	O	O
clinical	TAFINLAR.xml:S1:1520:8	O	O
trials	TAFINLAR.xml:S1:1529:6	O	O
are	TAFINLAR.xml:S1:1536:3	O	O
conducted	TAFINLAR.xml:S1:1540:9	O	O
under	TAFINLAR.xml:S1:1550:5	O	O
widely	TAFINLAR.xml:S1:1556:6	O	O
varying	TAFINLAR.xml:S1:1563:7	O	O
conditions	TAFINLAR.xml:S1:1571:10	O	O
,	TAFINLAR.xml:S1:1581:1	O	O
adverse	TAFINLAR.xml:S1:1583:7	O	O
reaction	TAFINLAR.xml:S1:1591:8	O	O
rates	TAFINLAR.xml:S1:1600:5	O	O
observed	TAFINLAR.xml:S1:1606:8	O	O
in	TAFINLAR.xml:S1:1615:2	O	O
the	TAFINLAR.xml:S1:1618:3	O	O
clinical	TAFINLAR.xml:S1:1622:8	O	O
trials	TAFINLAR.xml:S1:1631:6	O	O
of	TAFINLAR.xml:S1:1638:2	O	O
a	TAFINLAR.xml:S1:1641:1	O	O
drug	TAFINLAR.xml:S1:1643:4	O	O
cannot	TAFINLAR.xml:S1:1648:6	O	O
be	TAFINLAR.xml:S1:1655:2	O	O
directly	TAFINLAR.xml:S1:1658:8	O	O
compared	TAFINLAR.xml:S1:1667:8	O	O
to	TAFINLAR.xml:S1:1676:2	O	O
rates	TAFINLAR.xml:S1:1679:5	O	O
in	TAFINLAR.xml:S1:1685:2	O	O
the	TAFINLAR.xml:S1:1688:3	O	O
clinical	TAFINLAR.xml:S1:1692:8	O	O
trials	TAFINLAR.xml:S1:1701:6	O	O
of	TAFINLAR.xml:S1:1708:2	O	O
another	TAFINLAR.xml:S1:1711:7	O	O
drug	TAFINLAR.xml:S1:1719:4	O	O
and	TAFINLAR.xml:S1:1724:3	O	O
may	TAFINLAR.xml:S1:1728:3	O	O
not	TAFINLAR.xml:S1:1732:3	O	O
reflect	TAFINLAR.xml:S1:1736:7	O	O
the	TAFINLAR.xml:S1:1744:3	O	O
rates	TAFINLAR.xml:S1:1748:5	O	O
observed	TAFINLAR.xml:S1:1754:8	O	O
in	TAFINLAR.xml:S1:1763:2	O	O
practice	TAFINLAR.xml:S1:1766:8	O	O
.	TAFINLAR.xml:S1:1774:1	O	O

The	TAFINLAR.xml:S1:1780:3	O	O
data	TAFINLAR.xml:S1:1784:4	O	O
described	TAFINLAR.xml:S1:1789:9	O	O
in	TAFINLAR.xml:S1:1799:2	O	O
the	TAFINLAR.xml:S1:1802:3	O	O
Warnings	TAFINLAR.xml:S1:1806:8	O	O
and	TAFINLAR.xml:S1:1815:3	O	O
Precautions	TAFINLAR.xml:S1:1819:11	O	O
section	TAFINLAR.xml:S1:1831:7	O	O
and	TAFINLAR.xml:S1:1839:3	O	O
below	TAFINLAR.xml:S1:1843:5	O	O
reflect	TAFINLAR.xml:S1:1849:7	O	O
exposure	TAFINLAR.xml:S1:1857:8	O	O
to	TAFINLAR.xml:S1:1866:2	O	O
TAFINLAR	TAFINLAR.xml:S1:1869:8	O	O
as	TAFINLAR.xml:S1:1878:2	O	O
a	TAFINLAR.xml:S1:1881:1	O	O
single	TAFINLAR.xml:S1:1883:6	O	O
agent	TAFINLAR.xml:S1:1890:5	O	O
and	TAFINLAR.xml:S1:1896:3	O	O
in	TAFINLAR.xml:S1:1900:2	O	O
combination	TAFINLAR.xml:S1:1903:11	O	O
with	TAFINLAR.xml:S1:1915:4	O	O
trametinib	TAFINLAR.xml:S1:1920:10	O	O
.	TAFINLAR.xml:S1:1930:1	O	O

BRAF	TAFINLAR.xml:S1:1938:4	O	O
V600E	TAFINLAR.xml:S1:1943:5	O	O
Unresectable	TAFINLAR.xml:S1:1949:12	O	O
or	TAFINLAR.xml:S1:1962:2	O	O
Metastatic	TAFINLAR.xml:S1:1965:10	O	O
Melanoma	TAFINLAR.xml:S1:1976:8	O	O
:	TAFINLAR.xml:S1:1984:1	O	O

The	TAFINLAR.xml:S1:1992:3	O	O
safety	TAFINLAR.xml:S1:1996:6	O	O
of	TAFINLAR.xml:S1:2003:2	O	O
TAFINLAR	TAFINLAR.xml:S1:2006:8	O	O
as	TAFINLAR.xml:S1:2015:2	O	O
a	TAFINLAR.xml:S1:2018:1	O	O
single	TAFINLAR.xml:S1:2020:6	O	O
agent	TAFINLAR.xml:S1:2027:5	O	O
was	TAFINLAR.xml:S1:2033:3	O	O
evaluated	TAFINLAR.xml:S1:2037:9	O	O
in	TAFINLAR.xml:S1:2047:2	O	O
586	TAFINLAR.xml:S1:2050:3	O	O
patients	TAFINLAR.xml:S1:2054:8	O	O
with	TAFINLAR.xml:S1:2063:4	O	O
BRAF	TAFINLAR.xml:S1:2068:4	O	O
V600	TAFINLAR.xml:S1:2073:4	O	O
mutation	TAFINLAR.xml:S1:2078:8	O	O
-	TAFINLAR.xml:S1:2086:1	O	O
positive	TAFINLAR.xml:S1:2087:8	O	O
unresectable	TAFINLAR.xml:S1:2096:12	O	O
or	TAFINLAR.xml:S1:2109:2	O	O
metastatic	TAFINLAR.xml:S1:2112:10	O	O
melanoma	TAFINLAR.xml:S1:2123:8	O	O
,	TAFINLAR.xml:S1:2131:1	O	O
previously	TAFINLAR.xml:S1:2133:10	O	O
treated	TAFINLAR.xml:S1:2144:7	O	O
or	TAFINLAR.xml:S1:2152:2	O	O
untreated	TAFINLAR.xml:S1:2155:9	O	O
,	TAFINLAR.xml:S1:2164:1	O	O
who	TAFINLAR.xml:S1:2166:3	O	O
received	TAFINLAR.xml:S1:2170:8	O	O
TAFINLAR	TAFINLAR.xml:S1:2179:8	O	O
150	TAFINLAR.xml:S1:2188:3	O	O
mg	TAFINLAR.xml:S1:2192:2	O	O
orally	TAFINLAR.xml:S1:2195:6	O	O
twice	TAFINLAR.xml:S1:2202:5	O	O
daily	TAFINLAR.xml:S1:2208:5	O	O
until	TAFINLAR.xml:S1:2214:5	O	O
disease	TAFINLAR.xml:S1:2220:7	O	O
progression	TAFINLAR.xml:S1:2228:11	O	O
or	TAFINLAR.xml:S1:2240:2	O	O
unacceptable	TAFINLAR.xml:S1:2243:12	O	O
toxicity	TAFINLAR.xml:S1:2256:8	O	O
,	TAFINLAR.xml:S1:2264:1	O	O
including	TAFINLAR.xml:S1:2266:9	O	O
181	TAFINLAR.xml:S1:2276:3	O	O
patients	TAFINLAR.xml:S1:2280:8	O	O
treated	TAFINLAR.xml:S1:2289:7	O	O
for	TAFINLAR.xml:S1:2297:3	O	O
at	TAFINLAR.xml:S1:2301:2	O	O
least	TAFINLAR.xml:S1:2304:5	O	O
6	TAFINLAR.xml:S1:2310:1	O	O
months	TAFINLAR.xml:S1:2312:6	O	O
and	TAFINLAR.xml:S1:2319:3	O	O
86	TAFINLAR.xml:S1:2323:2	O	O
additional	TAFINLAR.xml:S1:2326:10	O	O
patients	TAFINLAR.xml:S1:2337:8	O	O
treated	TAFINLAR.xml:S1:2346:7	O	O
for	TAFINLAR.xml:S1:2354:3	O	O
more	TAFINLAR.xml:S1:2358:4	O	O
than	TAFINLAR.xml:S1:2363:4	O	O
12	TAFINLAR.xml:S1:2368:2	O	O
months	TAFINLAR.xml:S1:2371:6	O	O
.	TAFINLAR.xml:S1:2377:1	O	O

TAFINLAR	TAFINLAR.xml:S1:2379:8	O	O
was	TAFINLAR.xml:S1:2388:3	O	O
studied	TAFINLAR.xml:S1:2392:7	O	O
in	TAFINLAR.xml:S1:2400:2	O	O
open	TAFINLAR.xml:S1:2403:4	O	O
-	TAFINLAR.xml:S1:2407:1	O	O
label	TAFINLAR.xml:S1:2408:5	O	O
,	TAFINLAR.xml:S1:2413:1	O	O
single	TAFINLAR.xml:S1:2415:6	O	O
-	TAFINLAR.xml:S1:2421:1	O	O
arm	TAFINLAR.xml:S1:2422:3	O	O
trials	TAFINLAR.xml:S1:2426:6	O	O
and	TAFINLAR.xml:S1:2433:3	O	O
in	TAFINLAR.xml:S1:2437:2	O	O
an	TAFINLAR.xml:S1:2440:2	O	O
open	TAFINLAR.xml:S1:2443:4	O	O
-	TAFINLAR.xml:S1:2447:1	O	O
label	TAFINLAR.xml:S1:2448:5	O	O
,	TAFINLAR.xml:S1:2453:1	O	O
randomized	TAFINLAR.xml:S1:2455:10	O	O
,	TAFINLAR.xml:S1:2465:1	O	O
active	TAFINLAR.xml:S1:2467:6	O	O
-	TAFINLAR.xml:S1:2473:1	O	O
controlled	TAFINLAR.xml:S1:2474:10	O	O
trial	TAFINLAR.xml:S1:2485:5	O	O
.	TAFINLAR.xml:S1:2490:1	O	O

The	TAFINLAR.xml:S1:2492:3	O	O
median	TAFINLAR.xml:S1:2496:6	O	O
daily	TAFINLAR.xml:S1:2503:5	O	O
dose	TAFINLAR.xml:S1:2509:4	O	O
of	TAFINLAR.xml:S1:2514:2	O	O
TAFINLAR	TAFINLAR.xml:S1:2517:8	O	O
was	TAFINLAR.xml:S1:2526:3	O	O
300	TAFINLAR.xml:S1:2530:3	O	O
mg	TAFINLAR.xml:S1:2534:2	O	O
(	TAFINLAR.xml:S1:2537:1	O	O
range	TAFINLAR.xml:S1:2538:5	O	O
:	TAFINLAR.xml:S1:2543:1	O	O
118	TAFINLAR.xml:S1:2545:3	O	O
to	TAFINLAR.xml:S1:2549:2	O	O
300	TAFINLAR.xml:S1:2552:3	O	O
mg	TAFINLAR.xml:S1:2556:2	O	O
)	TAFINLAR.xml:S1:2558:1	O	O
.	TAFINLAR.xml:S1:2559:1	O	O

Table	TAFINLAR.xml:S1:2565:5	O	O
3	TAFINLAR.xml:S1:2571:1	O	O
and	TAFINLAR.xml:S1:2573:3	O	O
Table	TAFINLAR.xml:S1:2577:5	O	O
4	TAFINLAR.xml:S1:2583:1	O	O
present	TAFINLAR.xml:S1:2585:7	O	O
adverse	TAFINLAR.xml:S1:2593:7	O	O
drug	TAFINLAR.xml:S1:2601:4	O	O
reactions	TAFINLAR.xml:S1:2606:9	O	O
and	TAFINLAR.xml:S1:2616:3	O	O
laboratory	TAFINLAR.xml:S1:2620:10	O	O
abnormalities	TAFINLAR.xml:S1:2631:13	O	O
identified	TAFINLAR.xml:S1:2645:10	O	O
from	TAFINLAR.xml:S1:2656:4	O	O
analyses	TAFINLAR.xml:S1:2661:8	O	O
of	TAFINLAR.xml:S1:2670:2	O	O
Trial	TAFINLAR.xml:S1:2673:5	O	O
1	TAFINLAR.xml:S1:2679:1	O	O
[	TAFINLAR.xml:S1:2682:1	O	O
see	TAFINLAR.xml:S1:2683:3	O	O
Clinical	TAFINLAR.xml:S1:2687:8	O	O
Studies	TAFINLAR.xml:S1:2696:7	O	O
(	TAFINLAR.xml:S1:2704:1	O	O
14.1	TAFINLAR.xml:S1:2705:4	O	O
)]	TAFINLAR.xml:S1:2709:2	O	O
.	TAFINLAR.xml:S1:2711:1	O	O

Trial	TAFINLAR.xml:S1:2714:5	O	O
1	TAFINLAR.xml:S1:2720:1	O	O
,	TAFINLAR.xml:S1:2721:1	O	O
a	TAFINLAR.xml:S1:2723:1	O	O
multicenter	TAFINLAR.xml:S1:2725:11	O	O
,	TAFINLAR.xml:S1:2736:1	O	O
international	TAFINLAR.xml:S1:2738:13	O	O
,	TAFINLAR.xml:S1:2751:1	O	O
open	TAFINLAR.xml:S1:2753:4	O	O
-	TAFINLAR.xml:S1:2757:1	O	O
label	TAFINLAR.xml:S1:2758:5	O	O
,	TAFINLAR.xml:S1:2763:1	O	O
randomized	TAFINLAR.xml:S1:2765:10	O	O
(	TAFINLAR.xml:S1:2776:1	O	O
3	TAFINLAR.xml:S1:2777:1	O	O
:	TAFINLAR.xml:S1:2778:1	O	O
1	TAFINLAR.xml:S1:2779:1	O	O
)	TAFINLAR.xml:S1:2780:1	O	O
,	TAFINLAR.xml:S1:2781:1	O	O
controlled	TAFINLAR.xml:S1:2783:10	O	O
trial	TAFINLAR.xml:S1:2794:5	O	O
allocated	TAFINLAR.xml:S1:2800:9	O	O
250	TAFINLAR.xml:S1:2810:3	O	O
patients	TAFINLAR.xml:S1:2814:8	O	O
with	TAFINLAR.xml:S1:2823:4	O	O
unresectable	TAFINLAR.xml:S1:2828:12	O	O
or	TAFINLAR.xml:S1:2841:2	O	O
metastatic	TAFINLAR.xml:S1:2844:10	O	O
BRAF	TAFINLAR.xml:S1:2855:4	O	O
V600E	TAFINLAR.xml:S1:2860:5	O	O
mutation	TAFINLAR.xml:S1:2866:8	O	O
-	TAFINLAR.xml:S1:2874:1	O	O
positive	TAFINLAR.xml:S1:2875:8	O	O
melanoma	TAFINLAR.xml:S1:2884:8	O	O
to	TAFINLAR.xml:S1:2893:2	O	O
receive	TAFINLAR.xml:S1:2896:7	O	O
TAFINLAR	TAFINLAR.xml:S1:2904:8	O	O
