6	CD	6	6	6	N	O
nasopharyngitis	NN	nasopharyngitis	nasopharyngitis	nasopharyng	Y	B-AdverseReaction
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
urinary	JJ	urinary	urinary	urinari	N	B-AdverseReaction
tract	NN	tract	tract	tract	N	I-AdverseReaction
infections	NNS	infections	infection	infect	N	I-AdverseReaction
.	.	.	.	.	N	O

(	(	(	(	(	N	O
6.1	CD	6.1	6.1	6.1	N	O
)	)	)	)	)	N	O

EXCERPT	NN	excerpt	excerpt	excerpt	N	O
:	:	:	:	:	N	O
To	TO	to	to	to	N	O
report	VB	report	report	report	N	O
SUSPECTED	NNP	suspected	suspected	suspect	N	O
ADVERSE	NNP	adverse	adverse	advers	N	O
REACTIONS	NNP	reactions	reaction	reaction	N	O
,	,	,	,	,	N	O
contact	NN	contact	contact	contact	N	O
AstraZeneca	NNP	astrazeneca	astrazeneca	astrazeneca	N	O
at	IN	at	at	at	N	O
1	CD	1	1	1	N	O
-	:	-	-	-	N	O
800	CD	800	800	800	N	O
-	:	-	-	-	N	O
236	CD	236	236	236	N	O
-	:	-	-	-	N	O
9933	CD	9933	9933	9933	N	O
or	CC	or	or	or	N	O
FDA	NNP	fda	fda	fda	N	O
at	IN	at	at	at	N	O
1	CD	1	1	1	N	O
-	:	-	-	-	N	O
800	CD	800	800	800	N	O
-	:	-	-	-	N	O
FDA	NNP	fda	fda	fda	N	O
-	:	-	-	-	N	O
1088	CD	1088	1088	1088	N	O
or	CC	or	or	or	N	O
www	VB	www	www	www	N	O
.	.	.	.	.	N	O
fda	NN	fda	fda	fda	N	O
.	.	.	.	.	N	O
gov	JJ	gov	gov	gov	N	O
medwatch	NN	medwatch	medwatch	medwatch	N	O
.	.	.	.	.	N	O

6.1	CD	6.1	6.1	6.1	N	O

Clinical	JJ	clinical	clinical	clinic	N	O

Trials	NNS	trials	trial	trial	N	O
Experience	NN	experience	experience	experi	N	O

Because	IN	because	because	becaus	N	O
clinical	JJ	clinical	clinical	clinic	N	O
trials	NNS	trials	trial	trial	N	O
are	VBP	are	are	are	N	O
conducted	VBN	conducted	conducted	conduct	N	O
under	IN	under	under	under	N	O
widely	RB	widely	widely	wide	N	O
varying	VBG	varying	varying	vari	N	O
conditions	NNS	conditions	condition	condit	N	O
,	,	,	,	,	N	O
adverse	JJ	adverse	adverse	advers	N	O
reaction	NN	reaction	reaction	reaction	N	O
rates	NNS	rates	rate	rate	N	O
observed	VBD	observed	observed	observ	N	O
in	IN	in	in	in	N	O
the	DT	the	the	the	N	O
clinical	JJ	clinical	clinical	clinic	N	O
trials	NNS	trials	trial	trial	N	O
of	IN	of	of	of	N	O
a	DT	a	a	a	N	O
drug	NN	drug	drug	drug	N	O
cannot	NN	cannot	cannot	cannot	N	O
be	VB	be	be	be	N	O
directly	RB	directly	directly	directli	N	O
compared	VBN	compared	compared	compar	N	O
to	TO	to	to	to	N	O
rates	NNS	rates	rate	rate	N	O
in	IN	in	in	in	N	O
the	DT	the	the	the	N	O
clinical	JJ	clinical	clinical	clinic	N	O
trials	NNS	trials	trial	trial	N	O
of	IN	of	of	of	N	O
another	DT	another	another	anoth	N	O
drug	NN	drug	drug	drug	N	O
and	CC	and	and	and	N	O
may	MD	may	may	may	N	O
not	RB	not	not	not	N	O
reflect	VB	reflect	reflect	reflect	N	O
the	DT	the	the	the	N	O
rates	NNS	rates	rate	rate	N	O
observed	VBD	observed	observed	observ	N	O
in	IN	in	in	in	N	O
clinical	JJ	clinical	clinical	clinic	N	O
practice	NN	practice	practice	practic	N	O
.	.	.	.	.	N	O

Pool	NN	pool	pool	pool	N	O
of	IN	of	of	of	N	O
12	CD	12	12	12	N	O
Placebo	NNP	placebo	placebo	placebo	N	O
-	:	-	-	-	N	O
Controlled	VBD	controlled	controlled	control	N	O
Studies	NNS	studies	study	studi	N	O
for	IN	for	for	for	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
5	CD	5	5	5	N	O
and	CC	and	and	and	N	O
10	CD	10	10	10	N	O
mg	NN	mg	mg	mg	N	O

The	DT	the	the	the	N	O
data	NN	data	data	data	N	O
in	IN	in	in	in	N	O
Table	JJ	table	table	tabl	N	O
1	CD	1	1	1	N	O
is	VBZ	is	is	is	N	O
derived	VBN	derived	derived	deriv	N	O
from	IN	from	from	from	N	O
12	CD	12	12	12	N	O
placebo	NN	placebo	placebo	placebo	N	O
-	:	-	-	-	N	O
controlled	VBN	controlled	controlled	control	N	O
studies	NNS	studies	study	studi	N	O
ranging	VBG	ranging	ranging	rang	N	O
from	IN	from	from	from	N	O
12	CD	12	12	12	N	O
to	TO	to	to	to	N	O
24	CD	24	24	24	N	O
weeks	NNS	weeks	week	week	N	O
.	.	.	.	.	N	O

In	IN	in	in	in	N	O
4	CD	4	4	4	N	O
studies	NNS	studies	study	studi	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
was	VBD	was	wa	wa	N	O
used	VBN	used	used	use	N	O
as	IN	as	a	as	N	O
monotherapy	NN	monotherapy	monotherapy	monotherapi	N	O
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
in	IN	in	in	in	N	O
8	CD	8	8	8	N	O
studies	NNS	studies	study	studi	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
was	VBD	was	wa	wa	N	O
used	VBN	used	used	use	N	O
as	IN	as	a	as	N	O
add	JJ	add	add	add	Y	O
-	:	-	-	-	N	O
on	IN	on	on	on	N	O
to	TO	to	to	to	N	O
background	VB	background	background	background	N	O
antidiabetic	JJ	antidiabetic	antidiabetic	antidiabet	N	O
therapy	NN	therapy	therapy	therapi	N	O
or	CC	or	or	or	N	O
as	IN	as	a	as	N	O
combination	NN	combination	combination	combin	N	O
therapy	NN	therapy	therapy	therapi	N	O
with	IN	with	with	with	N	O
metformin	JJ	metformin	metformin	metformin	N	O
[	NNP	[	[	[	N	O
see	VBP	see	see	see	N	O
Clinical	JJ	clinical	clinical	clinic	N	O
Studies	NNP	studies	study	studi	N	O
(	(	(	(	(	N	O
14	CD	14	14	14	N	O
)	)	)	)	)	N	O
]	NN	]	]	]	N	O
.	.	.	.	.	N	O

These	DT	these	these	these	N	O
data	NNS	data	data	data	N	O
reflect	VBP	reflect	reflect	reflect	N	O
exposure	NN	exposure	exposure	exposur	N	O
of	IN	of	of	of	N	O
2338	CD	2338	2338	2338	N	O
patients	NNS	patients	patient	patient	N	O
to	TO	to	to	to	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
with	IN	with	with	with	N	O
a	DT	a	a	a	N	O
mean	JJ	mean	mean	mean	N	O
exposure	NN	exposure	exposure	exposur	N	O
duration	NN	duration	duration	durat	N	O
of	IN	of	of	of	N	O
21	CD	21	21	21	N	O
weeks	NNS	weeks	week	week	N	O
.	.	.	.	.	N	O

Patients	NNS	patients	patient	patient	N	O
received	VBD	received	received	receiv	N	O
placebo	NN	placebo	placebo	placebo	N	O
(	(	(	(	(	N	O
N	NNP	n	n	n	N	O
1393	CD	1393	1393	1393	N	O
)	)	)	)	)	N	O
,	,	,	,	,	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
5	CD	5	5	5	N	O
mg	NN	mg	mg	mg	N	O
(	(	(	(	(	N	O
N	NNP	n	n	n	N	O
1145	CD	1145	1145	1145	N	O
)	)	)	)	)	N	O
,	,	,	,	,	N	O
or	CC	or	or	or	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
10	CD	10	10	10	N	O
mg	NN	mg	mg	mg	N	O
(	(	(	(	(	N	O
N	NNP	n	n	n	N	O
1193	CD	1193	1193	1193	N	O
)	)	)	)	)	N	O
once	RB	once	once	onc	N	O
daily	JJ	daily	daily	daili	N	O
.	.	.	.	.	N	O

The	DT	the	the	the	N	O
mean	JJ	mean	mean	mean	N	O
age	NN	age	age	age	N	O
of	IN	of	of	of	N	O
the	DT	the	the	the	N	O
population	NN	population	population	popul	N	O
was	VBD	was	wa	wa	N	O
55	CD	55	55	55	N	O
years	NNS	years	year	year	N	O
and	CC	and	and	and	N	O
2%	CD	2%	2%	2%	N	O
were	VBD	were	were	were	N	O
older	JJR	older	older	older	N	O
than	IN	than	than	than	N	O
75	CD	75	75	75	N	O
years	NNS	years	year	year	N	O
of	IN	of	of	of	N	O
age	NN	age	age	age	N	O
.	.	.	.	.	N	O

Fifty	NNP	fifty	fifty	fifti	N	O
percent	NN	percent	percent	percent	N	O
(	(	(	(	(	N	O
50%	CD	50%	50%	50%	N	O
)	)	)	)	)	N	O
of	IN	of	of	of	N	O
the	DT	the	the	the	N	O
population	NN	population	population	popul	N	O
were	VBD	were	were	were	N	O
male	JJ	male	male	male	N	O
;	:	;	;	;	N	O
81%	CD	81%	81%	81%	N	O
were	VBD	were	were	were	N	O
White	NNP	white	white	white	N	O
,	,	,	,	,	N	O
14%	CD	14%	14%	14%	N	O
were	VBD	were	were	were	N	O
Asian	JJ	asian	asian	asian	N	O
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
3%	CD	3%	3%	3%	N	O
were	VBD	were	were	were	N	O
Black	NNP	black	black	black	N	O
or	CC	or	or	or	N	O
African	JJ	african	african	african	N	O
American	NNP	american	american	american	N	O
.	.	.	.	.	N	O

At	IN	at	at	at	N	O
baseline	NN	baseline	baseline	baselin	N	O
,	,	,	,	,	N	O
the	DT	the	the	the	N	O
population	NN	population	population	popul	N	O
had	VBD	had	had	had	N	O
diabetes	NNS	diabetes	diabetes	diabet	Y	O
for	IN	for	for	for	N	O
an	DT	an	an	an	N	O
average	NN	average	average	averag	N	O
of	IN	of	of	of	N	O
6	CD	6	6	6	N	O
years	NNS	years	year	year	N	O
,	,	,	,	,	N	O
had	VBD	had	had	had	N	O
a	DT	a	a	a	N	O
mean	JJ	mean	mean	mean	N	O
hemoglobin	NN	hemoglobin	hemoglobin	hemoglobin	Y	O
A1c	NNP	a1c	a1c	a1c	N	O
(	(	(	(	(	N	O
HbA1c	NNP	hba1c	hba1c	hba1c	Y	O
)	)	)	)	)	N	O
of	IN	of	of	of	N	O
8.3%	CD	8.3%	8.3%	8.3%	N	O
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
21%	CD	21%	21%	21%	N	O
had	VBD	had	had	had	N	O
established	VBN	established	established	establish	N	O
microvascular	JJ	microvascular	microvascular	microvascular	N	O
complications	NNS	complications	complication	complic	N	O
of	IN	of	of	of	N	O
diabetes	NNS	diabetes	diabetes	diabet	Y	O
.	.	.	.	.	N	O

Baseline	NNP	baseline	baseline	baselin	N	O
renal	JJ	renal	renal	renal	N	O
function	NN	function	function	function	N	O
was	VBD	was	wa	wa	N	O
normal	JJ	normal	normal	normal	N	O
or	CC	or	or	or	N	O
mildly	RB	mildly	mildly	mildli	N	O
impaired	VBN	impaired	impaired	impair	N	O
in	IN	in	in	in	N	O
92%	CD	92%	92%	92%	N	O
of	IN	of	of	of	N	O
patients	NNS	patients	patient	patient	N	O
and	CC	and	and	and	N	O
moderately	RB	moderately	moderately	moder	N	O
impaired	VBN	impaired	impaired	impair	N	O
in	IN	in	in	in	N	O
8%	CD	8%	8%	8%	N	O
of	IN	of	of	of	N	O
patients	NNS	patients	patient	patient	N	O
(	(	(	(	(	N	O
mean	JJ	mean	mean	mean	N	O
eGFR	VBP	egfr	egfr	egfr	N	O
86	CD	86	86	86	N	O
mL	NNS	ml	ml	ml	N	O
min	RB	min	min	min	N	O
1.73	CD	1.73	1.73	1.73	N	O
m	NNS	m	m	m	N	O
2	CD	2	2	2	N	O
)	)	)	)	)	N	O
.	.	.	.	.	N	O

Table	JJ	table	table	tabl	N	O
1	CD	1	1	1	N	O
shows	NNS	shows	show	show	N	O
common	JJ	common	common	common	N	O
adverse	JJ	adverse	adverse	advers	N	O
reactions	NNS	reactions	reaction	reaction	N	O
associated	VBN	associated	associated	associ	N	O
with	IN	with	with	with	N	O
the	DT	the	the	the	N	O
use	NN	use	use	use	N	O
of	IN	of	of	of	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
.	.	.	.	.	N	O

These	DT	these	these	these	N	O
adverse	JJ	adverse	adverse	advers	N	O
reactions	NNS	reactions	reaction	reaction	N	O
were	VBD	were	were	were	N	O
not	RB	not	not	not	N	O
present	JJ	present	present	present	N	O
at	IN	at	at	at	N	O
baseline	NN	baseline	baseline	baselin	N	O
,	,	,	,	,	N	O
occurred	VBD	occurred	occurred	occur	N	O
more	JJR	more	more	more	N	O
commonly	RB	commonly	commonly	commonli	N	O
on	IN	on	on	on	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
than	IN	than	than	than	N	O
on	IN	on	on	on	N	O
placebo	NN	placebo	placebo	placebo	N	O
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
occurred	VBD	occurred	occurred	occur	N	O
in	IN	in	in	in	N	O
at	IN	at	at	at	N	O
least	JJS	least	least	least	N	O
2%	CD	2%	2%	2%	N	O
of	IN	of	of	of	N	O
patients	NNS	patients	patient	patient	N	O
treated	VBN	treated	treated	treat	N	O
with	IN	with	with	with	N	O
either	DT	either	either	either	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
5	CD	5	5	5	N	O
mg	NN	mg	mg	mg	N	O
or	CC	or	or	or	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
10	CD	10	10	10	N	O
mg	NN	mg	mg	mg	N	O
.	.	.	.	.	N	O

Table	JJ	table	table	tabl	N	O
1	CD	1	1	1	N	O
:	:	:	:	:	N	O
Adverse	JJ	adverse	adverse	advers	N	O
Reactions	NNS	reactions	reaction	reaction	N	O
in	IN	in	in	in	N	O
Placebo	NNP	placebo	placebo	placebo	N	O
-	:	-	-	-	N	O
Controlled	VBN	controlled	controlled	control	N	O
Studies	NNPS	studies	study	studi	N	O
Reported	VBD	reported	reported	report	N	O
in	IN	in	in	in	N	O
2%	CD	2%	2%	2%	N	O
of	IN	of	of	of	N	O
Patients	NNS	patients	patient	patient	N	O
Treated	VBN	treated	treated	treat	N	O
with	IN	with	with	with	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O

Adverse	JJ	adverse	adverse	advers	N	O
Reaction	NNP	reaction	reaction	reaction	N	O
of	IN	of	of	of	N	O
Patients	NNS	patients	patient	patient	N	O

Pool	NN	pool	pool	pool	N	O
of	IN	of	of	of	N	O
12	CD	12	12	12	N	O
Placebo	NNP	placebo	placebo	placebo	N	O
-	:	-	-	-	N	O
Controlled	VBD	controlled	controlled	control	N	O
Studies	NNS	studies	study	studi	N	O

Placebo	NNP	placebo	placebo	placebo	N	O
N	NNP	n	n	n	N	O
1393	CD	1393	1393	1393	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
5	CD	5	5	5	N	O
mg	NN	mg	mg	mg	N	O
N	NNP	n	n	n	N	O
1145	CD	1145	1145	1145	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
10	CD	10	10	10	N	O
mg	NN	mg	mg	mg	N	O
N	NNP	n	n	n	N	O
1193	CD	1193	1193	1193	N	O

Female	NN	female	female	femal	N	O

genital	JJ	genital	genital	genit	N	O
mycotic	JJ	mycotic	mycotic	mycot	N	O
infectionsGenital	JJ	infectionsgenital	infectionsgenital	infectionsgenit	N	B-AdverseReaction
mycotic	JJ	mycotic	mycotic	mycot	N	I-AdverseReaction
infections	NNS	infections	infection	infect	N	I-AdverseReaction
include	VBP	include	include	includ	N	O
the	DT	the	the	the	N	O
following	JJ	following	following	follow	N	O
adverse	JJ	adverse	adverse	advers	N	O
reactions	NNS	reactions	reaction	reaction	N	O
,	,	,	,	,	N	O
listed	VBN	listed	listed	list	N	O
in	IN	in	in	in	N	O
order	NN	order	order	order	N	O
of	IN	of	of	of	N	O
frequency	NN	frequency	frequency	frequenc	N	O
reported	VBN	reported	reported	report	N	O
for	IN	for	for	for	N	O
females	NNS	females	female	femal	N	I-AdverseReaction
:	:	:	:	:	N	O
vulvovaginal	JJ	vulvovaginal	vulvovaginal	vulvovagin	N	B-AdverseReaction
mycotic	JJ	mycotic	mycotic	mycot	N	I-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
vaginal	JJ	vaginal	vaginal	vagin	N	B-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
vulvovaginal	JJ	vulvovaginal	vulvovaginal	vulvovagin	N	B-AdverseReaction
candidiasis	NN	candidiasis	candidiasis	candidiasi	Y	I-AdverseReaction
,	,	,	,	,	N	O
vulvovaginitis	NN	vulvovaginitis	vulvovaginitis	vulvovagin	Y	B-AdverseReaction
,	,	,	,	,	N	O
genital	JJ	genital	genital	genit	N	B-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
genital	JJ	genital	genital	genit	N	B-AdverseReaction
candidiasis	NN	candidiasis	candidiasis	candidiasi	Y	I-AdverseReaction
,	,	,	,	,	N	O
fungal	JJ	fungal	fungal	fungal	N	B-AdverseReaction
genital	JJ	genital	genital	genit	N	I-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
vulvitis	NN	vulvitis	vulvitis	vulviti	Y	B-AdverseReaction
,	,	,	,	,	N	O
genitourinary	JJ	genitourinary	genitourinary	genitourinari	N	B-AdverseReaction
tract	NN	tract	tract	tract	N	I-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
vulval	JJ	vulval	vulval	vulval	N	B-AdverseReaction
abscess	NN	abscess	abscess	abscess	Y	I-AdverseReaction
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
vaginitis	NN	vaginitis	vaginitis	vagin	Y	B-AdverseReaction
bacterial	NN	bacterial	bacterial	bacteri	N	I-AdverseReaction
.	.	.	.	.	N	O

(	(	(	(	(	N	O
N	NNP	n	n	n	N	O
for	IN	for	for	for	N	O
females	NNS	females	female	femal	N	O
:	:	:	:	:	N	O
Placebo	NNP	placebo	placebo	placebo	N	O
677	CD	677	677	677	N	O
,	,	,	,	,	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
5	CD	5	5	5	N	O
mg	NN	mg	mg	mg	N	O
581	CD	581	581	581	N	O
,	,	,	,	,	N	O
FARXIGA	NNP	farxiga	farxiga	farxiga	N	O
10	CD	10	10	10	N	O
mg	NN	mg	mg	mg	N	O
598	CD	598	598	598	N	O
)	)	)	)	)	N	O
.	.	.	.	.	N	O

1.5	CD	1.5	1.5	1.5	N	O
8.4	CD	8.4	8.4	8.4	N	O
6.9	CD	6.9	6.9	6.9	N	O

Nasopharyngitis	RB	nasopharyngitis	nasopharyngitis	nasopharyng	Y	B-AdverseReaction
6.2	CD	6.2	6.2	6.2	N	O
6.6	CD	6.6	6.6	6.6	N	O
6.3	CD	6.3	6.3	6.3	N	O

Urinary	JJ	urinary	urinary	urinari	N	O
tract	NN	tract	tract	tract	N	O
infectionsUrinary	JJ	infectionsurinary	infectionsurinary	infectionsurinari	N	B-AdverseReaction
tract	NN	tract	tract	tract	N	I-AdverseReaction
infections	NNS	infections	infection	infect	N	I-AdverseReaction
include	VBP	include	include	includ	N	O
the	DT	the	the	the	N	O
following	JJ	following	following	follow	N	O
adverse	JJ	adverse	adverse	advers	N	O
reactions	NNS	reactions	reaction	reaction	N	O
,	,	,	,	,	N	O
listed	VBN	listed	listed	list	N	O
in	IN	in	in	in	N	O
order	NN	order	order	order	N	O
of	IN	of	of	of	N	O
frequency	NN	frequency	frequency	frequenc	N	O
reported	VBN	reported	reported	report	N	O
:	:	:	:	:	N	O
urinary	JJ	urinary	urinary	urinari	N	B-AdverseReaction
tract	NN	tract	tract	tract	N	I-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
cystitis	NN	cystitis	cystitis	cystiti	Y	B-AdverseReaction
,	,	,	,	,	N	O
Escherichia	NNP	escherichia	escherichia	escherichia	N	B-AdverseReaction
urinary	JJ	urinary	urinary	urinari	N	I-AdverseReaction
tract	NN	tract	tract	tract	N	I-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
genitourinary	JJ	genitourinary	genitourinary	genitourinari	N	B-AdverseReaction
tract	NN	tract	tract	tract	N	I-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
pyelonephritis	NN	pyelonephritis	pyelonephritis	pyelonephr	Y	B-AdverseReaction
,	,	,	,	,	N	O
trigonitis	NN	trigonitis	trigonitis	trigon	Y	B-AdverseReaction
,	,	,	,	,	N	O
urethritis	NN	urethritis	urethritis	urethr	Y	B-AdverseReaction
,	,	,	,	,	N	O
kidney	NN	kidney	kidney	kidney	N	B-AdverseReaction
infection	NN	infection	infection	infect	Y	I-AdverseReaction
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
prostatitis	NN	prostatitis	prostatitis	prostat	Y	B-AdverseReaction
.	.	.	.	.	N	O

3.7	CD	3.7	3.7	3.7	N	O
5.7	CD	5.7	5.7	5.7	N	O
4.3	CD	4.3	4.3	4.3	N	O

Back	RB	back	back	back	N	B-AdverseReaction
pain	NN	pain	pain	pain	Y	I-AdverseReaction
3.2	CD	3.2	3.2	3.2	N	O
3.1	CD	3.1	3.1	3.1	N	O
4.2	CD	4.2	4.2	4.2	N	O

Increased	VBN	increased	increased	increas	N	O
urinationIncreased	JJ	urinationincreased	urinationincreased	urinationincreas	N	B-AdverseReaction
urination	NN	urination	urination	urin	N	I-AdverseReaction
includes	VBZ	includes	includes	includ	N	O
the	DT	the	the	the	N	O
following	JJ	following	following	follow	N	O
adverse	JJ	adverse	adverse	advers	N	O
reactions	NNS	reactions	reaction	reaction	N	O
,	,	,	,	,	N	O
listed	VBN	listed	listed	list	N	O
in	IN	in	in	in	N	O
order	NN	order	order	order	N	O
of	IN	of	of	of	N	O
frequency	NN	frequency	frequency	frequenc	N	O
reported	VBN	reported	reported	report	N	O
:	:	:	:	:	N	O
pollakiuria	NN	pollakiuria	pollakiuria	pollakiuria	Y	B-AdverseReaction
,	,	,	,	,	N	O
polyuria	NN	polyuria	polyuria	polyuria	Y	B-AdverseReaction
,	,	,	,	,	N	O
and	CC	and	and	and	N	O
urine	JJ	urine	urine	urin	N	B-AdverseReaction
output	NN	output	output	output	N	I-AdverseReaction
increased	VBD	increased	increased	increas	N	I-AdverseReaction
.	.	.	.	.	N	O

1.7	CD	1.7	1.7	1.7	N	O
2.9	CD	2.9	2.9	2.9	N	O
3.8	CD	3.8	3.8	3.8	N	O

Male	JJ	male	male	male	N	O
genital	JJ	genital	genital	genit	N	O
